DIM_INDICATOR_id,DIM_INDICATOR_name,DIM_TIME_year,DIM_LOCATION_id,DIM_SOURCE_id,FACT_value
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2000,PAK,WorldBank_WDI,25.3871360412975
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2001,PAK,WorldBank_WDI,24.1449605032819
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2002,PAK,WorldBank_WDI,22.7026275435674
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2003,PAK,WorldBank_WDI,22.1519373367714
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2004,PAK,WorldBank_WDI,22.0018900085347
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2005,PAK,WorldBank_WDI,21.5745096992331
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2006,PAK,WorldBank_WDI,20.4183460540925
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2007,PAK,WorldBank_WDI,19.9379514329097
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2008,PAK,WorldBank_WDI,20.351365282755
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2009,PAK,WorldBank_WDI,21.7869229749534
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2010,PAK,WorldBank_WDI,22.6888101741789
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2011,PAK,WorldBank_WDI,23.819642978628
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2012,PAK,WorldBank_WDI,23.3861955340345
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2013,PAK,WorldBank_WDI,23.7075945934908
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2014,PAK,WorldBank_WDI,23.4927320097855
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2015,PAK,WorldBank_WDI,23.2628407756242
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2016,PAK,WorldBank_WDI,22.3283302035697
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2017,PAK,WorldBank_WDI,21.9632035366872
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2018,PAK,WorldBank_WDI,21.6512353593957
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2019,PAK,WorldBank_WDI,20.6778713222887
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2020,PAK,WorldBank_WDI,21.8541325548966
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2021,PAK,WorldBank_WDI,22.6625080760743
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2022,PAK,WorldBank_WDI,22.3268646996031
IND_AGRI_PCT_GDP,"Agriculture, value added (% GDP)",2023,PAK,WorldBank_WDI,23.426703596366
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2000,PAK,WorldBank_WDI,53.6481865
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2001,PAK,WorldBank_WDI,61.9271616666666
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2002,PAK,WorldBank_WDI,59.7237816666667
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2003,PAK,WorldBank_WDI,57.7519966666667
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2004,PAK,WorldBank_WDI,58.2578633333333
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2005,PAK,WorldBank_WDI,59.514475
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2006,PAK,WorldBank_WDI,60.271335
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2007,PAK,WorldBank_WDI,60.7385158333334
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2008,PAK,WorldBank_WDI,70.4080333333333
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2009,PAK,WorldBank_WDI,81.7128916666666
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2010,PAK,WorldBank_WDI,85.1938163257576
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2011,PAK,WorldBank_WDI,86.3433833333333
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2012,PAK,WorldBank_WDI,93.3951972222222
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2013,PAK,WorldBank_WDI,101.628899206349
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2014,PAK,WorldBank_WDI,101.100088423521
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2015,PAK,WorldBank_WDI,102.769271604675
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2016,PAK,WorldBank_WDI,104.769117033301
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2017,PAK,WorldBank_WDI,105.455162087938
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2018,PAK,WorldBank_WDI,121.824068875756
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2019,PAK,WorldBank_WDI,150.036253839864
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2020,PAK,WorldBank_WDI,161.838479684718
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2021,PAK,WorldBank_WDI,162.906253747418
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2022,PAK,WorldBank_WDI,204.867187469982
IND_EXCHANGE_RATE,Official exchange rate (LCU per US$),2023,PAK,WorldBank_WDI,280.356111655149
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2000,PAK,WorldBank_WDI,0.309595026317044
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2001,PAK,WorldBank_WDI,0.38910658649849
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2002,PAK,WorldBank_WDI,0.843517300073237
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2003,PAK,WorldBank_WDI,0.475207711805665
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2004,PAK,WorldBank_WDI,0.845585701616171
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2005,PAK,WorldBank_WDI,1.51575083116461
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2006,PAK,WorldBank_WDI,2.63975006245443
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2007,PAK,WorldBank_WDI,3.03571933817685
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2008,PAK,WorldBank_WDI,2.68936656124595
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2009,PAK,WorldBank_WDI,1.24801305527951
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2010,PAK,WorldBank_WDI,1.02791108080423
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2011,PAK,WorldBank_WDI,0.575055145839944
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2012,PAK,WorldBank_WDI,0.343453048660945
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2013,PAK,WorldBank_WDI,0.515353849332245
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2014,PAK,WorldBank_WDI,0.695308116834202
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2015,PAK,WorldBank_WDI,0.557734356032139
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2016,PAK,WorldBank_WDI,0.821349998064174
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2017,PAK,WorldBank_WDI,0.735837049658425
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2018,PAK,WorldBank_WDI,0.487745750658143
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2019,PAK,WorldBank_WDI,0.696146480411465
IND_FDI_PCT_GDP,"FDI, net inflows (% of GDP)",2020,PAK,WorldBank_WDI,0.684695289874347
